Row_ID,Source_ID,DOI,Publication_year,First_author,Reference_title,Journal,All_authors,RIS_index,AgS,ReT,SA,Metal,AIC,Temp,pH,rpm,Adc,Qm,Aged condition,Solution- added agent,Study_ID,Study_ID_numeric,extreme_qm_flag,log_Qm,Temp_missing,pH_missing,rpm_missing,imputed_AIC,imputed_Temp,imputed_rpm,quality_score,quality_flags,quality_category
QMR238,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PS,,Cu (II),10.5,25.0,,150.0,Single-ion,8840.0,Lab: UV,,QMS049,49,True,9.08704215563169,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR239,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PS,,Cu (II),10.5,25.0,,150.0,Mixed,5010.0,Lab: UV,,QMS049,49,False,8.51919119407891,0,1,0,0,0,0,95,pH_missing,high
QMR240,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PVC,,Cu (II),10.5,25.0,,150.0,Single-ion,5360.0,Lab: UV,,QMS049,49,True,8.586719254064848,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR241,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PVC,,Cu (II),10.5,25.0,,150.0,Mixed,7330.0,Lab: UV,,QMS049,49,True,8.899730794880696,0,1,0,0,0,0,75,extreme_qm;pH_missing,medium
QMR242,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PS,,Cr (VI),10.5,25.0,,150.0,Mixed,3080.0,Lab: UV,,QMS049,49,False,8.03268487596762,0,1,0,0,0,0,95,pH_missing,high
QMR243,QMS049,10.1016/j.chemosphere.2021.132794,2022,"Zhou, Z.",Adsorption behavior of Cu(II) and Cr(VI) on aged microplastics in antibiotics-heavy metals coexisting system,Chemosphere,"Zhou, Z.; Sun, Y.; Wang, Y.; Yu, F.; Ma, J.",2,Aged,PVC,,Cr (VI),10.5,25.0,,150.0,Mixed,2520.0,Lab: UV,,QMS049,49,False,7.832014180505469,0,1,0,0,0,0,95,pH_missing,high
QMR244,QMS005,10.1016/j.envpol.2023.122621,2023,"Gao, Z.","Adsorption/desorption of mercury (II) by artificially weathered microplastics: Kinetics, isotherms, and influencing factors",Environmental Pollution,"Gao, Z.; Cizdziel, J. V.; Wontor, K.; Olubusoye, B. S.",53,Aged,PA,,Hg (II),0.01025,25.0,,200.0,Single-ion,11.8,Lab+Nature: H202-Sunlight,,QMS005,5,False,2.468099531471619,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR245,QMS005,10.1016/j.envpol.2023.122621,2023,"Gao, Z.","Adsorption/desorption of mercury (II) by artificially weathered microplastics: Kinetics, isotherms, and influencing factors",Environmental Pollution,"Gao, Z.; Cizdziel, J. V.; Wontor, K.; Olubusoye, B. S.",53,Aged,PE,,Hg (II),0.01025,25.0,,200.0,Single-ion,8.3,Lab+Nature: H202-Sunlight,,QMS005,5,False,2.1162555148025524,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR246,QMS005,10.1016/j.envpol.2023.122621,2023,"Gao, Z.","Adsorption/desorption of mercury (II) by artificially weathered microplastics: Kinetics, isotherms, and influencing factors",Environmental Pollution,"Gao, Z.; Cizdziel, J. V.; Wontor, K.; Olubusoye, B. S.",53,Aged,PET,,Hg (II),0.01025,25.0,,200.0,Single-ion,7.6,Lab+Nature: H202-Sunlight,,QMS005,5,False,2.028148247292285,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR247,QMS005,10.1016/j.envpol.2023.122621,2023,"Gao, Z.","Adsorption/desorption of mercury (II) by artificially weathered microplastics: Kinetics, isotherms, and influencing factors",Environmental Pollution,"Gao, Z.; Cizdziel, J. V.; Wontor, K.; Olubusoye, B. S.",53,Aged,PVC,,Hg (II),0.01025,25.0,,200.0,Single-ion,8.7,Lab+Nature: H202-Sunlight,,QMS005,5,False,2.163323025660538,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR248,QMS005,10.1016/j.envpol.2023.122621,2023,"Gao, Z.","Adsorption/desorption of mercury (II) by artificially weathered microplastics: Kinetics, isotherms, and influencing factors",Environmental Pollution,"Gao, Z.; Cizdziel, J. V.; Wontor, K.; Olubusoye, B. S.",53,Aged,PLA,,Hg (II),0.01025,25.0,,200.0,Single-ion,11.4,Lab+Nature: H202-Sunlight,,QMS005,5,False,2.4336133554004498,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR249,QMS010,10.1016/j.cej.2023.141838,2023,"Huang, W.","Comparison of lead adsorption on the aged conventional microplastics, biodegradable microplastics and environmentally-relevant tire wear particles",Chemical Engineering Journal,"Huang, W.; Deng, J.; Liang, J.; Xia, X.",46,Virgin,PLA,4.91,Pb (II),15.5,25.0,5.0,160.0,Single-ion,1173.0,,,QMS010,10,False,7.067319848653476,0,0,1,0,0,1,97,imputed_rpm,high
QMR250,QMS010,10.1016/j.cej.2023.141838,2023,"Huang, W.","Comparison of lead adsorption on the aged conventional microplastics, biodegradable microplastics and environmentally-relevant tire wear particles",Chemical Engineering Journal,"Huang, W.; Deng, J.; Liang, J.; Xia, X.",46,Aged,PLA,15.37,Pb (II),15.5,25.0,5.0,160.0,Single-ion,1509.0,Lab: UV,,QMS010,10,False,7.319202458767849,0,0,1,0,0,1,97,imputed_rpm,high
QMR251,QMS010,10.1016/j.cej.2023.141838,2023,"Huang, W.","Comparison of lead adsorption on the aged conventional microplastics, biodegradable microplastics and environmentally-relevant tire wear particles",Chemical Engineering Journal,"Huang, W.; Deng, J.; Liang, J.; Xia, X.",46,Virgin,PS,3.16,Pb (II),15.5,25.0,5.0,160.0,Single-ion,894.0,,,QMS010,10,False,6.795705775173514,0,0,1,0,0,1,97,imputed_rpm,high
QMR252,QMS010,10.1016/j.cej.2023.141838,2023,"Huang, W.","Comparison of lead adsorption on the aged conventional microplastics, biodegradable microplastics and environmentally-relevant tire wear particles",Chemical Engineering Journal,"Huang, W.; Deng, J.; Liang, J.; Xia, X.",46,Aged,PS,5.62,Pb (II),15.5,25.0,5.0,160.0,Single-ion,1210.0,Lab: UV,,QMS010,10,False,7.098375638590786,0,0,1,0,0,1,97,imputed_rpm,high
QMR253,QMS034,10.1016/j.cej.2023.142714,2023,"Sun, Y.",Evaluating the adsorption and desorption performance of poly(butylene adipate-co-terephthalate) (PBAT) microplastics towards Cu(II): The roles of biofilms and biodegradation,Chemical Engineering Journal,"Sun, Y.; Peng, B. Y.; Wang, Y.; Wang, X.; Xia, S.; Zhao, J.",21,Virgin,PBAT,,Cu (II),5.1,25.0,5.5,200.0,Single-ion,140.547,,P-PBAT,QMS034,34,False,4.945541952407557,1,0,0,0,1,0,97,imputed_Temp,high
QMR254,QMS034,10.1016/j.cej.2023.142714,2023,"Sun, Y.",Evaluating the adsorption and desorption performance of poly(butylene adipate-co-terephthalate) (PBAT) microplastics towards Cu(II): The roles of biofilms and biodegradation,Chemical Engineering Journal,"Sun, Y.; Peng, B. Y.; Wang, Y.; Wang, X.; Xia, S.; Zhao, J.",21,Aged,PBAT,,Cu (II),5.1,25.0,5.5,200.0,Single-ion,172.065,Lab: Wastewater,D-PBAT,QMS034,34,False,5.147872312401341,1,0,0,0,1,0,97,imputed_Temp,high
QMR255,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Virgin,PVC,0.86,Pb (II),7.0,25.0,,180.0,Single-ion,1910.0,,,QMS040,40,False,7.554858521040676,0,1,0,0,0,0,95,pH_missing,high
QMR256,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Virgin,PVC,1.495,Pb (II),7.0,25.0,,180.0,Mixed,2630.0,,HA,QMS040,40,False,7.874739125171811,0,1,0,0,0,0,95,pH_missing,high
QMR257,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Virgin,PVC,1.495,Pb (II),7.0,25.0,,180.0,Mixed,3450.0,,HA,QMS040,40,False,8.146129510025405,0,1,0,0,0,0,95,pH_missing,high
QMR258,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Virgin,PVC,1.495,Pb (II),7.0,25.0,,180.0,Mixed,4040.0,,HA,QMS040,40,False,8.303999970955196,0,1,0,0,0,0,95,pH_missing,high
QMR259,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Aged,PVC,3.378,Pb (II),7.0,25.0,,180.0,Single-ion,4570.0,Lab: Wastewater,HA,QMS040,40,False,8.42726848388825,0,1,0,0,0,0,95,pH_missing,high
QMR260,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Aged,PVC,2.877,Pb (II),7.0,25.0,,180.0,Mixed,4420.0,Lab: Wastewater,HA,QMS040,40,False,8.393894975071744,0,1,0,0,0,0,95,pH_missing,high
QMR261,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Aged,PVC,2.877,Pb (II),7.0,25.0,,180.0,Mixed,4040.0,Lab: Wastewater,HA,QMS040,40,False,8.303999970955196,0,1,0,0,0,0,95,pH_missing,high
QMR262,QMS040,10.1016/j.scitotenv.2023.163466,2023,"Wang, Q.",Effects of humic acids on the adsorption of Pb(II) ions onto biofilm-developed microplastics in aqueous ecosystems,Science of the Total Environment,"Wang, Q.; Zhang, Y.; Chen, H.; Chen, S.; Wang, Y.",14,Aged,PVC,2.877,Pb (II),7.0,25.0,,180.0,Mixed,3440.0,Lab: Wastewater,HA,QMS040,40,False,8.143226750367445,0,1,0,0,0,0,95,pH_missing,high
QMR263,QMS047,10.1016/j.envres.2022.114532,2023,"Yu, Y.",Aging of polylactic acid microplastics during hydrothermal treatment of sewage sludge and its effects on heavy metals adsorption,Environmental Research,"Yu, Y.; Ding, Y.; Zhou, C.; Ge, S.",7,Virgin,PLA,,Pb (II),30.0,25.0,5.0,100.0,Single-ion,889.54,,,QMS047,47,False,6.790704475178566,0,0,0,0,0,0,100,none,high
QMR264,QMS047,10.1016/j.envres.2022.114532,2023,"Yu, Y.",Aging of polylactic acid microplastics during hydrothermal treatment of sewage sludge and its effects on heavy metals adsorption,Environmental Research,"Yu, Y.; Ding, Y.; Zhou, C.; Ge, S.",7,Aged,PLA,,Pb (II),30.0,25.0,5.0,100.0,Single-ion,1087.81,Lab: sludge-hydrothermal treatment,,QMS047,47,False,6.991921779812942,0,0,0,0,0,0,100,none,high
QMR265,QMS047,10.1016/j.envres.2022.114532,2023,"Yu, Y.",Aging of polylactic acid microplastics during hydrothermal treatment of sewage sludge and its effects on heavy metals adsorption,Environmental Research,"Yu, Y.; Ding, Y.; Zhou, C.; Ge, S.",7,Aged,PLA,,Pb (II),30.0,25.0,5.0,100.0,Single-ion,1453.54,Lab: sludge-hydrothermal treatment,,QMS047,47,False,7.28175723940011,0,0,0,0,0,0,100,none,high
QMR266,QMS047,10.1016/j.envres.2022.114532,2023,"Yu, Y.",Aging of polylactic acid microplastics during hydrothermal treatment of sewage sludge and its effects on heavy metals adsorption,Environmental Research,"Yu, Y.; Ding, Y.; Zhou, C.; Ge, S.",7,Aged,PLA,,Pb (II),30.0,25.0,5.0,100.0,Single-ion,1728.71,Lab: sludge-hydrothermal treatment,,QMS047,47,False,7.45513074460571,0,0,0,0,0,0,100,none,high
QMR267,QMS047,10.1016/j.envres.2022.114532,2023,"Yu, Y.",Aging of polylactic acid microplastics during hydrothermal treatment of sewage sludge and its effects on heavy metals adsorption,Environmental Research,"Yu, Y.; Ding, Y.; Zhou, C.; Ge, S.",7,Aged,PLA,,Pb (II),30.0,25.0,5.0,100.0,Single-ion,2089.02,Lab: sludge-hydrothermal treatment,,QMS047,47,False,7.644450335469568,0,0,0,0,0,0,100,none,high
QMR268,QMS011,10.1016/j.envpol.2023.123061,2024,"Huang, W.",Insights into adsorption behavior and mechanism of Cu(II) onto biodegradable and conventional microplastics: Effect of aging process and environmental factors,Environmental Pollution,"Huang, W.; Zhang, J.; Zhang, Z.; Gao, H.; Xu, W.; Xia, X.",45,Virgin,PLA,,Cu (II),15.5,25.0,6.0,160.0,Single-ion,6085.0,,,QMS011,11,True,8.713582005421628,0,0,0,0,0,0,80,extreme_qm,medium
QMR269,QMS011,10.1016/j.envpol.2023.123061,2024,"Huang, W.",Insights into adsorption behavior and mechanism of Cu(II) onto biodegradable and conventional microplastics: Effect of aging process and environmental factors,Environmental Pollution,"Huang, W.; Zhang, J.; Zhang, Z.; Gao, H.; Xu, W.; Xia, X.",45,Aged,PLA,,Cu (II),15.5,25.0,6.0,160.0,Single-ion,7132.0,Lab: UV,,QMS011,11,True,8.872346978983032,0,0,0,0,0,0,80,extreme_qm,medium
QMR270,QMS011,10.1016/j.envpol.2023.123061,2024,"Huang, W.",Insights into adsorption behavior and mechanism of Cu(II) onto biodegradable and conventional microplastics: Effect of aging process and environmental factors,Environmental Pollution,"Huang, W.; Zhang, J.; Zhang, Z.; Gao, H.; Xu, W.; Xia, X.",45,Virgin,PS,,Cu (II),15.5,25.0,6.0,160.0,Single-ion,365.0,,,QMS011,11,False,5.8998973535824915,0,0,0,0,0,0,100,none,high
QMR271,QMS011,10.1016/j.envpol.2023.123061,2024,"Huang, W.",Insights into adsorption behavior and mechanism of Cu(II) onto biodegradable and conventional microplastics: Effect of aging process and environmental factors,Environmental Pollution,"Huang, W.; Zhang, J.; Zhang, Z.; Gao, H.; Xu, W.; Xia, X.",45,Aged,PS,,Cu (II),15.5,25.0,6.0,160.0,Single-ion,489.0,Lab: UV,,QMS011,11,False,6.192362489474872,0,0,0,0,0,0,100,none,high
QMR272,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Virgin,PS,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,2.23,,,QMS016,16,False,0.8020015854720274,0,0,1,0,0,1,97,imputed_rpm,high
QMR273,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Virgin,PE,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,0.69,,,QMS016,16,False,-0.37106368139083207,0,0,1,0,0,1,97,imputed_rpm,high
QMR274,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Virgin,PLA,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,12.54,,,QMS016,16,False,2.5289235352047745,0,0,1,0,0,1,97,imputed_rpm,high
QMR275,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Aged,PS,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,15.61,Lab: O3 water,,QMS016,16,False,2.7479117345273405,0,0,1,0,0,1,97,imputed_rpm,high
QMR276,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Aged,PE,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,22.23,Lab: O3 water,,QMS016,16,False,3.101442727976105,0,0,1,0,0,1,97,imputed_rpm,high
QMR277,QMS016,10.1016/j.chemosphere.2023.141067,2024,"Li, L.",The adsorption and release mechanism of different aged microplastics toward Hg(II) via batch experiment and the deep learning method,Chemosphere,"Li, L.; Xue, B.; Lin, H.; Lan, W.; Wang, X.; Wei, J.; Li, M.; Li, M.; Duan, Y.; Lv, J.; Chen, Z.",40,Aged,PLA,,Hg (II),10.25,25.0,7.0,160.0,Single-ion,27.51,Lab: O3 water,,QMS016,16,False,3.3145495749364833,0,0,1,0,0,1,97,imputed_rpm,high
QMR278,QMS008,10.1007/s11356-024-33131-1,2024,"Hu, C.",Adsorption properties and mechanism of Cu(II) on virgin and aged microplastics in the aquatic environment,Environmental Science and Pollution Research,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.",48,Virgin,PA,,Cu (II),10.5,25.0,5.0,200.0,Single-ion,964.0,,,QMS008,8,False,6.871091294610546,0,0,0,0,0,0,100,none,high
QMR279,QMS008,10.1007/s11356-024-33131-1,2024,"Hu, C.",Adsorption properties and mechanism of Cu(II) on virgin and aged microplastics in the aquatic environment,Environmental Science and Pollution Research,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.",48,Aged,PA,,Cu (II),10.5,25.0,5.0,200.0,Single-ion,1415.0,Lab: UV,,QMS008,8,False,7.254884810077338,0,0,0,0,0,0,100,none,high
QMR280,QMS008,10.1007/s11356-024-33131-1,2024,"Hu, C.",Adsorption properties and mechanism of Cu(II) on virgin and aged microplastics in the aquatic environment,Environmental Science and Pollution Research,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.",48,Virgin,PLA,,Cu (II),10.5,25.0,5.0,200.0,Single-ion,951.0,,,QMS008,8,False,6.85751406254539,0,0,0,0,0,0,100,none,high
QMR281,QMS008,10.1007/s11356-024-33131-1,2024,"Hu, C.",Adsorption properties and mechanism of Cu(II) on virgin and aged microplastics in the aquatic environment,Environmental Science and Pollution Research,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.",48,Aged,PLA,,Cu (II),10.5,25.0,5.0,200.0,Single-ion,1398.0,Lab: UV,,QMS008,8,False,7.242797922793756,0,0,0,0,0,0,100,none,high
QMR282,QMS009,10.1021/acs.langmuir.4c03841,2024,"Hu, C.",Adsorption and Desorption Behavior of Cr(VI) on Two Typical UV-Aged Microplastics in Aqueous Solution,Langmuir,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.; Tao, R.; Mei, Y.",47,Virgin,PA,0.5031,Cr (VI),10.5,25.0,,200.0,Single-ion,1997.0,,,QMS009,9,False,7.599401333415815,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR283,QMS009,10.1021/acs.langmuir.4c03841,2024,"Hu, C.",Adsorption and Desorption Behavior of Cr(VI) on Two Typical UV-Aged Microplastics in Aqueous Solution,Langmuir,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.; Tao, R.; Mei, Y.",47,Aged,PA,0.7248,Cr (VI),10.5,25.0,,200.0,Single-ion,2192.0,Lab: UV,,QMS009,9,False,7.692569648067906,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR284,QMS009,10.1021/acs.langmuir.4c03841,2024,"Hu, C.",Adsorption and Desorption Behavior of Cr(VI) on Two Typical UV-Aged Microplastics in Aqueous Solution,Langmuir,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.; Tao, R.; Mei, Y.",47,Virgin,PLA,0.3835,Cr (VI),10.5,25.0,,200.0,Single-ion,941.0,,,QMS009,9,False,6.846943139585379,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR285,QMS009,10.1021/acs.langmuir.4c03841,2024,"Hu, C.",Adsorption and Desorption Behavior of Cr(VI) on Two Typical UV-Aged Microplastics in Aqueous Solution,Langmuir,"Hu, C.; Xiao, Y.; Jiang, Q.; Wang, M.; Xue, T.; Tao, R.; Mei, Y.",47,Aged,PLA,0.5691,Cr (VI),10.5,25.0,,200.0,Single-ion,1103.0,Lab: UV,,QMS009,9,False,7.005789019253503,1,1,0,0,1,0,92,imputed_Temp;pH_missing,high
QMR286,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PP,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,5167.0,,,QMS026,26,False,8.550047528287184,0,0,0,0,0,0,100,none,high
QMR287,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PP,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,1805.0,,,QMS026,26,False,7.498315870766981,0,0,0,0,0,0,100,none,high
QMR288,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Aged,PP,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,4494.0,,,QMS026,26,False,8.410498452745275,0,0,0,0,0,0,100,none,high
QMR289,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PS,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,4115.0,,,QMS026,26,False,8.32239411311117,0,0,0,0,0,0,100,none,high
QMR290,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PS,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,3814.0,,,QMS026,26,False,8.246433786160365,0,0,0,0,0,0,100,none,high
QMR291,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Aged,PS,,Cu (II),2.55,25.0,6.0,150.0,Single-ion,4445.0,,,QMS026,26,False,8.399535147948004,0,0,0,0,0,0,100,none,high
QMR292,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PP,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,7742.0,,,QMS026,26,True,8.954415331137593,0,0,0,0,0,0,80,extreme_qm,medium
QMR293,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PP,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,5838.0,,,QMS026,26,True,8.67214355141406,0,0,0,0,0,0,80,extreme_qm,medium
QMR294,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Aged,PP,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,9405.0,,,QMS026,26,True,9.14899674173513,0,0,0,0,0,0,80,extreme_qm,medium
QMR295,QMS026,10.1016/j.chemosphere.2024.143843,2024,"Muthuraja, R.",Effects of particle size and aging on heavy metal adsorption by polypropylene and polystyrene microplastics under varying environmental conditions,Chemosphere,"Muthuraja, R.; Ou, B.; Thangavelu, M.; Narhayanan, T. N.; Chittamart, N.; Janjaroen, D.",29,Virgin,PS,,Pb (II),2.55,25.0,6.0,150.0,Single-ion,10979.0,,,QMS026,26,True,9.303739636234733,0,0,0,0,0,0,80,extreme_qm,medium
